,1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,class
10,0.148838734,0.162450633,3.235864734,0.272023823,0.254924763,1.39547135,0.003908513,0.266763659,-20.6472486,0.933835331,-0.212135351,0.430749165,0.284651034,0.192827153,0.124327039,0.135425212,-0.046332656,0.057714959,0.101898792,0.037207882,0.004542533,0.010070021,0.005969502,0.037683587,0.008493068,0.012106098,0.006665391,0.089519409,0.003515549,0.006080779,0.006472571,0.030172287,0.00434566,0.031999897,0.046327467,0.049165289,0.058530954,0.039588032,0.0201922,0.405706419,0.002327292,0.124306737,0.605286677,0.374451552,0.311539366,0.28383188,0.224674506,0.224227893,0.223305189,0.228481553,0.2366387,0.240364341,0.216969971,0.189081364,0.166328965,0.009522428,0.006695609,0.023615385,0.007715753,0.010311288,0.006214668,0.062801646,0.004175913,0.00583443,0.006326163,0.024831379,0.004805939,0.016088553,133.3333333,0.165228758,128,BigRoom
11,0.11984675,0.10877471,3.233345256,0.23888467,0.243159551,1.123364498,0.004839524,0.187510587,-21.68319523,1.402161557,-0.109011429,0.276200299,-0.08502165,0.03767894,-0.212174621,0.047616484,0.15347047,0.206370089,-0.071460222,-0.023351592,-0.110310709,0.011683005,0.005980448,0.03369482,0.010801838,0.012757353,0.007325107,0.048845405,0.001179451,0.007128627,0.032855506,0.030856696,0.007714122,0.027430634,0.03122998,0.027666567,0.064978143,0.031226716,0.018847388,0.290519563,0.002716952,0.070822866,0.559128762,0.308619198,0.309410604,0.267448453,0.249421975,0.228407542,0.245636359,0.255303578,0.226828798,0.262189247,0.224932067,0.194246377,0.181276393,0.00969981,0.007528043,0.023932662,0.009688022,0.010796092,0.006384811,0.037091735,0.001598206,0.00714473,0.024269033,0.022492461,0.008350586,0.011600026,133.3333333,0.136281821,129,BigRoom
12,0.078681365,0.168709341,3.143422827,0.219163958,0.253441772,0.600306924,0.014318524,0.109029675,-22.15888,2.025038786,0.123229476,0.328492114,0.054174933,0.111090311,0.043971345,0.052086069,-0.037634663,0.015787613,-0.000458555,0.041635684,-0.018876458,0.011058191,0.002744654,0.131519033,0.007368448,0.014788884,0.006101606,0.11082195,0.002306741,0.005487272,0.009706489,0.026722628,0.003021578,0.058332247,0.044468757,0.070088203,0.1199926,0.059215121,0.031082813,0.354341212,0.015084129,0.101865484,1.071744757,0.469134321,0.411457324,0.30359598,0.260258545,0.236022613,0.233969352,0.225213897,0.240302464,0.22660142,0.225192075,0.21595649,0.200270853,0.013180566,0.004349649,0.120246703,0.008579439,0.014995936,0.00806796,0.082741306,0.003895433,0.007774846,0.010359812,0.026946392,0.004063596,0.02689565,120,0.143337646,125,BigRoom
13,0.138335144,0.142141173,3.185257038,0.273716764,0.244809416,1.331840491,0.006854267,0.256531904,-21.86604648,0.519861459,0.008027476,0.176180083,-0.055909584,0.212883809,0.038265865,-0.055956366,0.082872613,0.154973463,0.053768534,0.070019729,0.008863712,0.005425156,0.003735208,0.171260018,0.004189252,0.007125289,0.003715025,0.037068711,0.003579859,0.003627812,0.00651744,0.016147231,0.00284466,0.05468362,0.042948355,0.034291254,0.073150318,0.046397571,0.023103541,0.365113393,0.005258807,0.109011644,0.597837824,0.547939823,0.410904501,0.334586185,0.302279216,0.295945289,0.281775543,0.274388624,0.258258662,0.251182458,0.247674188,0.221095692,0.217246542,0.007165984,0.004334332,0.085023972,0.006473223,0.007142896,0.003339023,0.041794641,0.004055101,0.003856691,0.007792252,0.019947715,0.003035868,0.020904794,133.3333333,0.104413348,129,BigRoom
14,0.101304208,0.126928849,3.165798374,0.230918233,0.232515677,0.985194324,0.006080432,0.179824959,-21.77051937,1.385167549,0.388010799,0.232945711,0.00499771,0.076204328,0.039199994,0.11107556,0.096981897,0.161150698,0.083140828,-0.009732165,0.002904761,0.013386724,0.003481242,0.099334129,0.005286296,0.008288458,0.009441722,0.11357777,0.001484279,0.002576969,0.008301871,0.031999354,0.005946565,0.046109676,0.03731518,0.059042547,0.12715534,0.031040554,0.013438353,0.381370669,0.004632293,0.093591519,0.767944382,0.39089767,0.274456635,0.244711185,0.208388718,0.217001784,0.194285749,0.194189048,0.208998251,0.187140997,0.177322525,0.170893177,0.156545488,0.01198819,0.003382608,0.061715255,0.005173293,0.00894588,0.007384086,0.06417798,0.001656917,0.002429141,0.008739404,0.026685537,0.005790754,0.017769547,133.3333333,0.123031496,131,BigRoom
15,0.13286218,0.088731277,3.166115604,0.261754677,0.245840441,1.166213769,0.005573976,0.230242223,-22.42336391,1.364002349,0.223796307,0.202182114,-0.030671974,-0.03039859,0.012721615,0.055137173,0.04146504,-0.030947247,-0.066884194,-0.046705322,-0.029415003,0.014360158,0.002750539,0.090052396,0.009069862,0.020151677,0.006781665,0.046081366,0.001469959,0.003945585,0.010623272,0.029394752,0.005687942,0.038146887,0.048612737,0.045311504,0.136662283,0.041154684,0.01642124,0.41926738,0.004284412,0.115323152,0.891809731,0.483151148,0.351330541,0.323847926,0.276039954,0.237921172,0.24218437,0.227354389,0.227940009,0.223809009,0.216727145,0.203851564,0.191576643,0.01460011,0.002779281,0.066564416,0.00915736,0.018896232,0.007169522,0.0489808,0.001735961,0.00412721,0.009701,0.024697304,0.00663386,0.019735436,133.3333333,0.153101282,131,BigRoom
16,0.153303523,0.117200728,3.158285601,0.286179165,0.269146964,1.21759224,0.004554915,0.287808888,-21.88076866,1.577993269,0.092458194,0.278403795,0.103371407,-0.044561604,0.050561537,0.14032992,0.164275193,0.056813356,-0.04591539,-0.024513211,-0.025418026,0.017497298,0.006221081,0.08407544,0.008003264,0.010264361,0.008758131,0.06804612,0.001508799,0.004797859,0.010449582,0.027586801,0.005601273,0.034288216,0.056431223,0.068284509,0.169013719,0.039323992,0.010888889,0.483642721,0.004008751,0.153206105,0.916760711,0.416968303,0.295051304,0.263512528,0.239677803,0.221614835,0.227143762,0.219517256,0.216483181,0.226165742,0.228550361,0.207659137,0.191059341,0.016786864,0.007595582,0.051468167,0.008799962,0.009768378,0.00819848,0.055055199,0.001658446,0.004766895,0.009371868,0.021450394,0.007409052,0.017131948,133.3333333,0.190949227,129,BigRoom
17,0.1180016,0.123379144,3.167454572,0.251672033,0.249415467,1.064096162,0.008904965,0.194450361,-22.18243805,1.174132012,-0.240938902,0.312364363,0.10728839,0.03229604,0.002469086,0.144065613,0.111986203,-0.021948046,0.05126121,0.02927245,-0.014000502,0.010290919,0.004900255,0.112425554,0.00801861,0.008785262,0.00577317,0.043751364,0.004308678,0.006188674,0.014987665,0.027273315,0.004651437,0.042094787,0.046457835,0.057557292,0.096685938,0.042007276,0.020074532,0.440857052,0.007083219,0.117477865,1.019422035,0.50357338,0.359806422,0.342757324,0.307852941,0.244201198,0.259399105,0.276383289,0.252040726,0.271714921,0.250637357,0.224545338,0.186532475,0.012470647,0.005966482,0.075815365,0.008365543,0.009168896,0.00556397,0.049900902,0.004782605,0.008440998,0.015821689,0.021821508,0.005958705,0.020903344,133.3333333,0.114825211,129,BigRoom
18,0.110992494,0.106581076,3.174331934,0.242357059,0.251392098,0.970029241,0.008401459,0.196230219,-22.07688204,1.630701027,-0.065017626,0.287279483,0.060641704,0.265548905,0.12772595,0.165390098,0.047562213,0.022691478,-0.008531695,0.084902036,0.01047701,0.009927558,0.003721059,0.08588347,0.008168263,0.018503408,0.009253383,0.088582963,0.001867865,0.004027568,0.00808761,0.03283978,0.003906501,0.0406277,0.063560428,0.047920401,0.113851035,0.060860548,0.023833548,0.552896814,0.008190666,0.159526391,0.956616482,0.512195155,0.405749843,0.330258759,0.275666437,0.265827086,0.264394425,0.24115182,0.22606477,0.219403518,0.202629807,0.205088456,0.195479936,0.011623295,0.004507621,0.074870137,0.009234779,0.018478932,0.008202759,0.076275531,0.002638191,0.004665683,0.00859271,0.032694017,0.004773329,0.022573624,120,0.217058096,125,BigRoom
19,0.124299778,0.135644783,3.169635571,0.291225696,0.274955319,1.049890574,0.006500792,0.231686089,-22.04886223,1.329815498,0.138261488,0.19700575,0.271147965,0.187159524,0.142641489,0.113647783,0.075753333,0.064997389,0.053000586,0.053859777,0.046266618,0.005468511,0.0024543,0.188079229,0.005416112,0.011947131,0.004937292,0.060333101,0.001369552,0.002985554,0.005824882,0.022096042,0.002467462,0.059892182,0.046690454,0.049254223,0.099325963,0.041597913,0.016944112,0.401411407,0.006561224,0.13488954,0.800155152,0.414871131,0.408332867,0.287249345,0.257851115,0.229900006,0.251221298,0.22504799,0.224025027,0.211085876,0.211789626,0.208338019,0.20846048,0.005439366,0.002836303,0.079289537,0.005599924,0.010325691,0.004310853,0.062312439,0.001686637,0.003078424,0.006151997,0.021672222,0.003072974,0.016542833,133.3333333,0.20259608,131,BigRoom
20,0.142831912,0.11373036,3.208252488,0.270393024,0.259687398,1.23039616,0.004407621,0.255869949,-21.32236607,1.475496871,-0.307359521,0.280809996,-0.030163005,-0.009095797,0.142322965,-0.129735653,0.01243011,-0.003462333,0.067221987,0.119285941,0.068107627,0.011990399,0.003209263,0.058411973,0.008064129,0.013340809,0.007383808,0.06202973,0.003739936,0.006900075,0.007835816,0.032212978,0.006822188,0.030629855,0.053187921,0.045993306,0.072806632,0.048752432,0.018240828,0.405379218,0.003113343,0.158488111,0.659616515,0.307239633,0.259468648,0.238159327,0.215015663,0.207857277,0.192099977,0.192385511,0.193835607,0.18930797,0.199338691,0.181579911,0.163953395,0.008875801,0.002582703,0.040999247,0.0060276,0.011366084,0.00594383,0.045048449,0.00352696,0.005575317,0.005896147,0.019896303,0.005432588,0.013122875,133.3333333,0.153024911,127,BigRoom
21,0.129190308,0.089376027,3.197639823,0.243737737,0.242859203,1.18655383,0.007699153,0.231484382,-22.22624797,1.356804142,0.210889408,0.276447575,0.083523217,0.055957739,0.047439069,0.134428869,0.028119494,0.030925348,0.081453691,0.113725766,0.112894125,0.011906304,0.002224089,0.069712728,0.005234258,0.013242753,0.010044786,0.093560118,0.000881904,0.00440341,0.007934135,0.030502353,0.005917812,0.037714736,0.050090111,0.043857746,0.08172473,0.039488722,0.017658239,0.468612238,0.007382551,0.114360506,0.65734886,0.470431067,0.364804622,0.306218567,0.274357805,0.255915391,0.25185598,0.225068705,0.233226251,0.227173587,0.209502281,0.194651422,0.181224476,0.009946916,0.002522984,0.048579504,0.0044632,0.012083909,0.008933859,0.079664364,0.00107274,0.004542176,0.009505245,0.035724579,0.00538422,0.019819379,133.3333333,0.208593962,129,BigRoom
22,0.177948407,0.159894983,3.224656247,0.309907934,0.263941084,1.626833726,0.004715385,0.362455305,-21.00943127,1.030803298,0.349558047,0.130488317,0.157109228,0.178637914,0.078223083,0.082794847,0.052354284,0.013818717,-0.024799644,0.027638562,-0.014153049,0.019075853,0.003229332,0.084274027,0.004704514,0.011807691,0.006928482,0.072433403,0.001497518,0.003563445,0.005069727,0.02077779,0.004361385,0.036849939,0.043541265,0.058124825,0.070967069,0.026334129,0.009829937,0.391963804,0.00422943,0.111719011,0.682472339,0.329234493,0.267304975,0.249775262,0.210030266,0.212532074,0.2168444,0.206810882,0.206724966,0.199308426,0.2066366,0.179535901,0.164798467,0.014786423,0.00292063,0.052688727,0.004277452,0.011816081,0.005325718,0.053787168,0.001453299,0.00304429,0.004503567,0.021436936,0.00368668,0.015740848,133.3333333,0.210248283,131,BigRoom
23,0.103571258,0.160043528,3.174592933,0.267631072,0.25978911,0.983735318,0.007208996,0.187816172,-22.12562818,1.194033874,0.427540225,0.377912028,0.086014292,0.258469278,0.039688218,-0.031808763,-0.023311879,0.133281975,0.105577755,0.105125763,-0.057482375,0.008119434,0.001886665,0.185824763,0.004593083,0.007276725,0.007850406,0.0821708,0.002728808,0.003916453,0.007206308,0.018843479,0.001863547,0.065027055,0.040631348,0.037910721,0.082922794,0.040560677,0.021216197,0.340342536,0.006693105,0.11277053,0.842987283,0.522751216,0.381627006,0.303415811,0.267689323,0.275899863,0.240306345,0.220423062,0.222882138,0.241403525,0.239450805,0.218688817,0.184168165,0.008135579,0.002023704,0.084890217,0.004558987,0.005667253,0.006938003,0.061418181,0.003814856,0.004056846,0.007179373,0.015034058,0.001947568,0.020188302,171.4285714,0.146016587,129,BigRoom
24,0.127565869,0.111772085,3.200904177,0.254501093,0.253831468,1.111468799,0.005634289,0.216004434,-21.56130357,1.564351326,-0.130798933,0.302201966,0.194401953,0.136765234,-0.030022169,-0.054959504,-0.060980369,0.223245976,0.058104934,0.06480031,0.004659077,0.014915851,0.004762434,0.071242017,0.007762986,0.013070626,0.012419981,0.070902856,0.004037498,0.007337224,0.015849406,0.030691072,0.002475023,0.034814213,0.047665671,0.055722771,0.096577661,0.041080707,0.017698168,0.431646935,0.004018686,0.125098232,0.548873612,0.465946445,0.382712716,0.28221184,0.245778767,0.246274625,0.236758149,0.242579342,0.234877249,0.227441287,0.222982315,0.202894546,0.192592858,0.0129944,0.004907418,0.04768938,0.006481102,0.011370638,0.010655529,0.066247084,0.00514801,0.007709669,0.014231224,0.027149854,0.002397227,0.017623882,133.3333333,0.15950455,129,BigRoom
25,0.099242565,0.105459811,3.072274979,0.23206498,0.253018574,0.807597193,0.007014882,0.147951492,-22.81121364,1.804895248,0.336971953,0.385582613,0.053331859,0.004234144,-0.000512511,0.124596247,0.058596326,0.115650504,0.093940025,0.027524618,-0.025324088,0.008512943,0.002788905,0.097838462,0.005455417,0.018913129,0.008190062,0.110218992,0.001108672,0.004510876,0.009615039,0.029869108,0.004828659,0.045960323,0.039388573,0.053433023,0.204850543,0.046187583,0.021209129,0.381042149,0.005979574,0.086082034,1.393373104,0.538284227,0.325943003,0.277569262,0.231228886,0.21034825,0.203899639,0.213373505,0.188919042,0.182558126,0.172228287,0.166125006,0.150545477,0.007931582,0.002907672,0.055121343,0.005480353,0.015337828,0.006589691,0.0697372,0.001251107,0.005153295,0.007917285,0.021431823,0.005832304,0.01682292,133.3333333,0.121890547,129,BigRoom
26,0.096191315,0.116001404,3.169905544,0.231874619,0.235442789,0.968227259,0.005148449,0.171693333,-22.54682304,0.899910518,-0.042061787,0.800907396,0.150286219,0.190497659,0.026568376,0.107526364,0.138050489,0.234740824,0.019683365,-0.035190758,-0.050929648,0.006260991,0.003220696,0.134419042,0.00400335,0.019928672,0.005973735,0.054172577,0.002363388,0.002151185,0.012762596,0.018260152,0.003631283,0.046043379,0.027084101,0.029966019,0.119067442,0.036207383,0.020495919,0.303138487,0.003518612,0.074517749,0.778061678,0.514327005,0.282482424,0.300877569,0.24991912,0.228653756,0.230464071,0.202608378,0.187793303,0.202328787,0.207119698,0.183093097,0.171579715,0.006082859,0.004179154,0.054265544,0.003915352,0.013966286,0.004442856,0.03488019,0.003036533,0.002110341,0.010213837,0.01171471,0.003773771,0.012481185,133.3333333,0.152655458,129,BigRoom
27,0.1315128,0.102721014,3.187074092,0.255816606,0.239955584,1.21367616,0.006290732,0.251386673,-21.79804357,1.362549366,-0.218158864,-0.112074298,-0.043655818,0.049724797,0.102582439,-0.002141867,-0.098834757,-0.024373911,0.01559523,0.000160927,-0.012298941,0.007939418,0.004444354,0.055464402,0.006051971,0.011535249,0.015700576,0.08152429,0.002440647,0.004730863,0.00821532,0.031950202,0.005906981,0.035451551,0.040776446,0.051066233,0.115760364,0.042528836,0.022215827,0.404517977,0.005839177,0.108206908,0.639710633,0.412070256,0.400025901,0.30187808,0.266355714,0.227076211,0.197416821,0.210721106,0.213237333,0.190461629,0.19317109,0.183891811,0.16786374,0.007320639,0.003410067,0.048602211,0.00462594,0.010230966,0.016016716,0.063149033,0.002505483,0.003533207,0.01052364,0.030899024,0.006127539,0.015959527,120,0.185592186,126,BigRoom
